wavelength,beta_logreg,beta_svm,abs_beta_logreg,abs_beta_svm
846.0,0.0022657421963013973,0.00036053750314158034,0.0022657421963013973,0.00036053750314158034
848.0,0.005539389176989955,0.001996103302501907,0.005539389176989955,0.001996103302501907
850.0,0.014312966547750978,0.0057513701683306485,0.014312966547750978,0.0057513701683306485
852.0,0.026356667870771882,0.010666240251108444,0.026356667870771882,0.010666240251108444
854.0,0.038734074980004314,0.015537847564511344,0.038734074980004314,0.015537847564511344
856.0,0.048582953905649644,0.019240741571739658,0.048582953905649644,0.019240741571739658
858.0,0.05393530941389729,0.021048787555149134,0.05393530941389729,0.021048787555149134
860.0,0.05417734332494019,0.02080016427852669,0.05417734332494019,0.02080016427852669
862.0,0.049982463837183,0.018849802104915117,0.049982463837183,0.018849802104915117
864.0,0.042968936943443725,0.015917275806164595,0.042968936943443725,0.015917275806164595
866.0,0.03532931110731944,0.01292612038993615,0.03532931110731944,0.01292612038993615
868.0,0.029393691109806906,0.010817211029628859,0.029393691109806906,0.010817211029628859
870.0,0.02706816508393484,0.010319451822798757,0.02706816508393484,0.010319451822798757
872.0,0.029317838485396347,0.01175157476222161,0.029317838485396347,0.01175157476222161
874.0,0.03593424574213942,0.014945842144282382,0.03593424574213942,0.014945842144282382
876.0,0.04561519913550686,0.019295861965248576,0.04561519913550686,0.019295861965248576
878.0,0.056296830916940516,0.02390316224743264,0.056296830916940516,0.02390316224743264
880.0,0.06569986462266937,0.027808941594923822,0.06569986462266937,0.027808941594923822
882.0,0.07193828837998129,0.030245689031397672,0.07193828837998129,0.030245689031397672
884.0,0.07391382690882191,0.030792616679050866,0.07391382690882191,0.030792616679050866
886.0,0.07138287033850285,0.029392647415910602,0.07138287033850285,0.029392647415910602
888.0,0.06487488845509552,0.026311629380675664,0.06487488845509552,0.026311629380675664
890.0,0.05561033649442786,0.02210081818775976,0.05561033649442786,0.02210081818775976
892.0,0.045373384517352656,0.017540185859928392,0.045373384517352656,0.017540185859928392
894.0,0.03619313182946366,0.0135003558434775,0.03619313182946366,0.0135003558434775
896.0,0.029862649562148295,0.010739172922398805,0.029862649562148295,0.010739172922398805
898.0,0.027516746013044054,0.00972743353260315,0.027516746013044054,0.00972743353260315
900.0,0.02942821067620184,0.010568391189971072,0.02942821067620184,0.010568391189971072
902.0,0.03501400919333659,0.013003353682810952,0.03501400919333659,0.013003353682810952
904.0,0.04302558136012276,0.016492237008948585,0.04302558136012276,0.016492237008948585
906.0,0.05189488505194541,0.020359391965118944,0.05189488505194541,0.020359391965118944
908.0,0.06012854055723969,0.023961229043621246,0.06012854055723969,0.023961229043621246
910.0,0.06658649605776282,0.026805814954710593,0.06658649605776282,0.026805814954710593
912.0,0.0705887162241149,0.028599091150957975,0.0705887162241149,0.028599091150957975
